instrument,strategy,oos_trades,oos_avgR,oos_stdR,oos_sharpe,oos_winrate,oos_pf,oos_maxDD,windows_file,trades_file
AUDJPY,TrendEMAPullback_H1ATR,56,0.04159160069805038,0.9387739004127806,0.12461730226252407,46.42857142857143,1.101310930628845,-5.244409089939775,./walkforward_AUDJPY_TrendEMAPullback_H1ATR_windows.csv,./walkforward_AUDJPY_TrendEMAPullback_H1ATR_OOS_trades.csv
AUDUSD,TrendEMAPullback_H1ATR,55,0.05251730711699037,1.0096983669416526,0.11406223527760698,50.90909090909091,1.1173077431599425,-9.62255781837326,./walkforward_AUDUSD_TrendEMAPullback_H1ATR_windows.csv,./walkforward_AUDUSD_TrendEMAPullback_H1ATR_OOS_trades.csv
AUS200,TrendEMAPullback_H1ATR,73,-0.030723887195882933,0.9730906954079783,0.011210262460947444,46.57534246575342,0.934139906512875,-8.156330841902658,./walkforward_AUS200_TrendEMAPullback_H1ATR_windows.csv,./walkforward_AUS200_TrendEMAPullback_H1ATR_OOS_trades.csv
EU50,TrendEMAPullback_H1ATR,117,0.10893447471927424,0.9439908299726156,0.21161124084039026,58.119658119658126,1.2888317333295207,-20.154920062594908,./walkforward_EU50_TrendEMAPullback_H1ATR_windows.csv,./walkforward_EU50_TrendEMAPullback_H1ATR_OOS_trades.csv
EURGBP,TrendEMAPullback_H1ATR,36,-0.07406859789814971,0.8720866844915478,-0.006880541026084845,50.0,0.8245397084656947,-8.472682651661373,./walkforward_EURGBP_TrendEMAPullback_H1ATR_windows.csv,./walkforward_EURGBP_TrendEMAPullback_H1ATR_OOS_trades.csv
EURUSD,TrendEMAPullback_H1ATR,66,0.11043233044149972,0.8729282837988863,0.18956320073756253,54.54545454545454,1.3286964520774283,-10.946474283264537,./walkforward_EURUSD_TrendEMAPullback_H1ATR_windows.csv,./walkforward_EURUSD_TrendEMAPullback_H1ATR_OOS_trades.csv
GBPJPY,TrendEMAPullback_H1ATR,43,0.11699681392103721,0.9627005531553576,0.2145706404126604,58.139534883720934,1.3095414652328166,-7.895374085676014,./walkforward_GBPJPY_TrendEMAPullback_H1ATR_windows.csv,./walkforward_GBPJPY_TrendEMAPullback_H1ATR_OOS_trades.csv
GBPUSD,TrendEMAPullback_H1ATR,75,0.03932138548041449,0.9121923125871715,0.13517593988343451,57.333333333333336,1.1038030658909128,-15.656812055173035,./walkforward_GBPUSD_TrendEMAPullback_H1ATR_windows.csv,./walkforward_GBPUSD_TrendEMAPullback_H1ATR_OOS_trades.csv
GER40,TrendEMAPullback_H1ATR,131,0.26561346823198395,0.9581082756197501,0.2983925258325176,61.06870229007634,1.788498246185661,-10.084715639909795,./walkforward_GER40_TrendEMAPullback_H1ATR_windows.csv,./walkforward_GER40_TrendEMAPullback_H1ATR_OOS_trades.csv
HK50,TrendEMAPullback_H1ATR,109,0.2006904759708468,0.9788745071587464,0.24388268862099424,56.88073394495413,1.5405995048944785,-8.12059507723587,./walkforward_HK50_TrendEMAPullback_H1ATR_windows.csv,./walkforward_HK50_TrendEMAPullback_H1ATR_OOS_trades.csv
JP225,TrendEMAPullback_H1ATR,59,0.37676660239832727,0.9890961913049104,0.4057791132625858,67.79661016949152,2.1983424194643946,-3.770665656511782,./walkforward_JP225_TrendEMAPullback_H1ATR_windows.csv,./walkforward_JP225_TrendEMAPullback_H1ATR_OOS_trades.csv
NZDUSD,TrendEMAPullback_H1ATR,54,-0.2863040681855746,0.9634746303285264,-0.19645935408028026,35.18518518518518,0.5291192604672489,-22.51829864392788,./walkforward_NZDUSD_TrendEMAPullback_H1ATR_windows.csv,./walkforward_NZDUSD_TrendEMAPullback_H1ATR_OOS_trades.csv
UK100,TrendEMAPullback_H1ATR,98,-0.047754277001548814,0.9530450235354485,-0.01837685040981584,45.91836734693878,0.8968276911440636,-13.828047979863214,./walkforward_UK100_TrendEMAPullback_H1ATR_windows.csv,./walkforward_UK100_TrendEMAPullback_H1ATR_OOS_trades.csv
UKOIL,TrendEMAPullback_H1ATR,155,0.13183254270319913,0.9947608890993299,0.15416148420071038,54.19354838709678,1.320695884486038,-13.590218591035216,./walkforward_UKOIL_TrendEMAPullback_H1ATR_windows.csv,./walkforward_UKOIL_TrendEMAPullback_H1ATR_OOS_trades.csv
US30,TrendEMAPullback_H1ATR,90,0.08835107194157735,1.056668835380014,0.10413166954983973,53.333333333333336,1.1888268048726789,-9.955759490090355,./walkforward_US30_TrendEMAPullback_H1ATR_windows.csv,./walkforward_US30_TrendEMAPullback_H1ATR_OOS_trades.csv
US100,TrendEMAPullback_H1ATR,85,0.21406141634235676,0.9900935292470657,0.24081881081380135,56.470588235294116,1.5763929283519122,-10.229368395710404,./walkforward_US100_TrendEMAPullback_H1ATR_windows.csv,./walkforward_US100_TrendEMAPullback_H1ATR_OOS_trades.csv
US500,TrendEMAPullback_H1ATR,96,0.04576058962362867,0.9880119927863833,0.08106744455688993,50.0,1.1036694000050546,-9.926290392416815,./walkforward_US500_TrendEMAPullback_H1ATR_windows.csv,./walkforward_US500_TrendEMAPullback_H1ATR_OOS_trades.csv
US2000,TrendEMAPullback_H1ATR,62,0.02598443781136233,1.0738467889679313,0.12096879063290185,51.61290322580645,1.0507462567094332,-7.861660836918222,./walkforward_US2000_TrendEMAPullback_H1ATR_windows.csv,./walkforward_US2000_TrendEMAPullback_H1ATR_OOS_trades.csv
USDCAD,TrendEMAPullback_H1ATR,62,0.36437453637336437,0.8509783727973094,0.5066993973157982,72.58064516129032,2.5883787186912155,-7.438343125358356,./walkforward_USDCAD_TrendEMAPullback_H1ATR_windows.csv,./walkforward_USDCAD_TrendEMAPullback_H1ATR_OOS_trades.csv
USDCHF,TrendEMAPullback_H1ATR,105,0.078134962298918,0.9535157453133211,0.1599004950115074,53.333333333333336,1.195173254364314,-15.326934883982295,./walkforward_USDCHF_TrendEMAPullback_H1ATR_windows.csv,./walkforward_USDCHF_TrendEMAPullback_H1ATR_OOS_trades.csv
